Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.3,80.54878049,
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,80.42349243,79.06494141,78.58489227,75.70343781,74.30094147,73.61965179,76.80114746,79.25263214,81.23703003,81.51647186,
Djibouti,DJI,Age dependency ratio (% of working-age population),SP.POP.DPND,69.30518852,67.55604734,65.74199448,63.98515779,62.41409905,61.09493099,60.33285463,59.79922748,59.41033844,59.01755379,58.53386781
Djibouti,DJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.67,28.22,27.788,27.378,26.987,26.607,26.233,25.861,25.486,25.105,
Djibouti,DJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.965,9.822,9.657,9.479,9.293,9.112,8.947,8.805,8.69,8.606,
Djibouti,DJI,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,13.41162991,12.5758477,14.13973888,14.13973888,14.13973888,14.13973888,14.13973888,14.13973888,14.13973888,14.13973888,
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.98429268,58.37668293,58.82934146,59.32387805,59.84280488,60.36068293,60.85056098,61.29597561,61.68646341,62.0155122,
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2.335350037,2.55279994,2.756020069,2.756370068,3.437510014,3.441509962,4.985060215,,,,
Dominica,DMA,Age dependency ratio (% of working-age population),SP.POP.DPND,,,,,,,,,,,
Dominica,DMA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,,14.9,,,,13.11000885,,,,,
Dominica,DMA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,,7.5,,,,8.262256383,,,,,
Dominica,DMA,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,7.94239874,10.66995056,8.24480939,8.68422268,9.98185943,10.59142745,12.15602049,9.62106618,10.58155898,10.47270176,
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,
Dominica,DMA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Dominican Republic,DOM,Age dependency ratio (% of working-age population),SP.POP.DPND,63.70757523,63.01701398,62.21240062,61.37528073,60.62627846,60.01625385,59.39067736,58.90448771,58.51284742,58.14265105,57.75732496
Dominican Republic,DOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.816,23.503,23.182,22.858,22.533,22.206,21.875,21.539,21.198,20.853,
Dominican Republic,DOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.987,5.987,5.988,5.991,5.996,6.004,6.016,6.029,6.046,6.065,
Dominican Republic,DOM,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,7.86671331,9.02037348,10.61083899,9.59807051,11.86819745,12.18682821,14.64881919,14.35662097,15.53786666,17.36030647,
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.70039024,71.91682927,72.13131707,72.34231707,72.54831707,72.74980488,72.94529268,73.13531707,73.31990244,73.50002439,
Dominican Republic,DOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,46.72692871,,47.51575851,
Ecuador,ECU,Age dependency ratio (% of working-age population),SP.POP.DPND,61.89187408,61.01530497,60.28412831,59.63879617,58.99345447,58.31545909,57.73833774,57.09823099,56.46815226,55.94780296,55.57777234
Ecuador,ECU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.07,22.831,22.607,22.382,22.147,21.897,21.631,21.354,21.07,20.781,
Ecuador,ECU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.159,5.165,5.172,5.177,5.179,5.176,5.168,5.157,5.145,5.131,
Ecuador,ECU,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,5.62242249,5.07249078,5.44893617,4.62710229,6.63294517,7.09136509,6.60079179,7.32124371,8.76083351,10.22916129,
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.13797561,74.32021951,74.49502439,74.66782927,74.84460976,75.02980488,75.22643902,75.433,75.6485122,75.8724878,
Ecuador,ECU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,38.68355179,,,,39.86351013,40.48086166,,
Egypt,EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,61.58963794,60.59993624,59.60583151,58.77199652,58.3235934,58.36469623,58.5966216,59.47288864,60.66742868,61.69004078,62.28639809
Egypt,EGY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.958,25.122,25.445,25.928,26.527,27.146,27.666,27.983,28.032,27.797,
Egypt,EGY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.502,6.473,6.442,6.411,6.377,6.339,6.295,6.245,6.189,6.129,
Egypt,EGY,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,6.05239126,6.05707562,5.80358024,5.63595284,5.95168047,5.60240095,6.25830761,5.84574557,5.54561079,5.58768476,
Egypt,EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.42968293,69.60319512,69.78229268,69.96446341,70.15014634,70.34029268,70.53331707,70.72914634,70.92578049,71.12170732,
Egypt,EGY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,29.72220993,29.42542076,29.7148304,29.39896965,29.94858932,30.89981079,26.51664925,27.61831093,30.31612015,31.67898941,
El Salvador,SLV,Age dependency ratio (% of working-age population),SP.POP.DPND,67.61985236,66.25687205,64.94461264,63.6392501,62.30259916,60.93192935,59.47247107,57.97062879,56.53122968,55.29484812,54.32195105
El Salvador,SLV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.422,19.887,19.406,18.969,18.574,18.223,17.924,17.676,17.476,17.314,
El Salvador,SLV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.687,6.672,6.662,6.659,6.663,6.673,6.692,6.718,6.751,6.79,
El Salvador,SLV,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,15.53947878,15.9085738,15.62352804,15.01391126,12.37396042,13.50724583,14.70327771,15.45819278,16.77614018,16.69398283,
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.17892683,70.47917073,70.78046341,71.08078049,71.37814634,71.67060976,71.95617073,72.23185366,72.49814634,72.75456098,
El Salvador,SLV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,23.04487991,23.27095985,24.34089088,25.17845917,25.73414993,26.3590107,27.59089088,28.62896919,29.16847992,28.85296059,
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),SP.POP.DPND,80.18828813,79.22522017,78.28781063,77.38048156,76.45613019,75.50861153,75.02447347,74.422783,73.80464362,73.26839256,72.85137474
Equatorial Guinea,GNQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.384,37.171,36.973,36.77,36.546,36.293,36.007,35.695,35.362,35.007,
Equatorial Guinea,GNQ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.157,12.875,12.585,12.291,11.996,11.708,11.434,11.183,10.96,10.764,
Equatorial Guinea,GNQ,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,6.49876742,6.49876742,6.49876742,7.05279315,6.95716349,6.95716349,6.95716349,6.95716349,6.95716349,6.95716349,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.67458537,54.07658537,54.51631707,54.98631707,55.47719512,55.971,56.44682927,56.89026829,57.29082927,57.64704878,
Equatorial Guinea,GNQ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Eritrea,ERI,Age dependency ratio (% of working-age population),SP.POP.DPND,78.8412304,78.92403822,79.13757979,79.51211535,80.0546567,80.7032132,81.39925601,,,,
Eritrea,ERI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.792,37.866,37.805,37.604,37.257,36.773,36.173,35.502,34.8,34.091,
Eritrea,ERI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.569,8.417,8.243,8.044,7.818,7.569,7.308,7.052,6.813,6.598,
Eritrea,ERI,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,1.83168317,3.55612493,3.5952381,3.5952381,3.5952381,3.5952381,3.5952381,3.5952381,3.5952381,3.5952381,
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.59241463,59.11656098,59.66941463,60.25007317,60.8535122,61.46614634,62.06936585,62.64497561,63.17787805,63.66302439,
Eritrea,ERI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,1.920629978,2.329669952,,,,2.565380096,
Estonia,EST,Age dependency ratio (% of working-age population),SP.POP.DPND,46.87054166,47.05686455,47.23540995,47.49148975,47.90147401,48.49356776,49.4155361,50.33694354,51.28905918,52.32812265,53.48614119
Estonia,EST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.6,11,11.8,12,11.8,11.9,11.1,10.6,10.3,10.3,
Estonia,EST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.8,12.9,13,12.5,12.1,11.9,11.5,11.7,11.6,11.8,
Estonia,EST,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,11.46589125,10.93664022,11.47685066,11.88166066,11.66063122,12.31235082,12.30300811,12.99489496,13.5387037,13.5387037,
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.23902439,
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,67.91416931,67.86591339,67.67006683,66.44313812,66.63710785,68.18856049,70.36908722,72.10182953,72.92471313,,
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,97.13477102,96.449025,95.55550785,94.41177244,92.99969763,91.36440761,89.50437581,87.56917349,85.58038752,83.56816614,81.56767847
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.788,37.815,36.903,36.062,35.301,34.622,34.014,33.456,32.925,32.412,
Ethiopia,ETH,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.065,10.458,9.889,9.372,8.915,8.522,8.189,7.9,7.643,7.411,
Ethiopia,ETH,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,11.16303621,11.45152831,12.51852694,11.85051895,14.15898428,19.83680575,19.01085534,18.53255031,15.94214416,15.74970497,
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.23656098,57.32492683,58.408,59.44692683,60.41578049,61.29612195,62.08302439,62.79353659,63.44219512,64.03502439,
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2.751620054,,,3.536530018,5.24737978,7.332290173,7.757430077,8.144729614,,8.126040459,
Faroe Islands,FRO,Age dependency ratio (% of working-age population),SP.POP.DPND,,,,,,,,,,,
Faroe Islands,FRO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.7,13.7,14,13.8,12.6,13.2,12,12.9,13,13.2,
Faroe Islands,FRO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.6,8.7,7.9,7.9,8,7.2,8,8.5,7.6,8.1,
Faroe Islands,FRO,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,,,,
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.2902439,79.58780488,79.83658537,80.13658537,80.38780488,80.63902439,80.93902439,81.1902439,81.44146341,81.69268293,
Faroe Islands,FRO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Fiji,FJI,Age dependency ratio (% of working-age population),SP.POP.DPND,53.00519996,52.9391323,52.65151238,52.19253518,51.65640021,51.12382653,51.51272175,51.84816538,52.17673848,52.51697309,52.84830729
Fiji,FJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.208,22.901,22.586,22.263,21.929,21.583,21.221,20.846,20.463,20.075,
Fiji,FJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.382,6.437,6.489,6.537,6.585,6.633,6.686,6.746,6.815,6.894,
Fiji,FJI,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,10.75504323,10.38562259,10.22636458,10.93992532,10.08113512,10.70323524,9.22784396,9.49297449,9.66773865,9.24746846,
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.49178049,68.6665122,68.84341463,69.02202439,69.20285366,69.38436585,69.565,69.74321951,69.91792683,70.08912195,
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,16.13710022,,,,,,,,,,
Finland,FIN,Age dependency ratio (% of working-age population),SP.POP.DPND,49.92720977,50.07807025,50.06792996,50.01024838,50.15627711,50.69190678,51.6657622,53.04586709,54.75885209,56.57147215,58.26668653
Finland,FIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11,11.2,11.1,11.2,11.3,11.4,11.1,11,10.7,10.5,
Finland,FIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.1,9.1,9.3,9.2,9.3,9.5,9.4,9.6,9.5,9.6,
Finland,FIN,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,12.35777624,12.76388961,12.72822012,12.70790964,12.28902169,12.07930216,12.25088429,12.4167336,12.32317814,12.35047449,
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.97560976,81.12926829,
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,91.8286438,93.28768158,93.97794342,95.07446289,91.82949829,94.11914063,95.60183716,93.28063202,91.06578827,88.67154694,
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,54.03620917,54.10308023,54.14638099,54.23274378,54.48515655,54.99182633,55.76158591,56.77601299,57.9620734,59.17373018,60.26679873
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.8,13.1,12.8,12.9,12.8,12.9,12.7,12.6,12.4,12.4,
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.5,8.3,8.3,8.5,8.5,8.5,8.4,8.7,8.7,8.4,
France,FRA,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,15.6327997,15.57000193,15.54421349,15.41661045,15.40933898,15.37649652,15.6138175,15.53038182,15.62424977,15.68728706,
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.37317073,
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,55.43880844,55.47608948,54.82254028,54.51990891,54.93870926,57.12707901,58.02497864,59.98762894,62.14686966,64.39047241,
French Polynesia,PYF,Age dependency ratio (% of working-age population),SP.POP.DPND,48.75571949,47.80611455,46.71531613,45.5583918,44.55676347,43.90279254,42.65129531,42.28434521,42.40450317,42.46483965,42.22968895
French Polynesia,PYF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.194,17.904,17.636,17.394,17.173,16.967,16.772,16.583,16.393,16.199,
French Polynesia,PYF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.744,4.757,4.799,4.872,4.974,5.097,5.229,5.358,5.473,5.57,
French Polynesia,PYF,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,,,,
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.22668293,74.56995122,74.89197561,75.18665854,75.45346341,75.69539024,75.91702439,76.12702439,76.33407317,76.54168293,
French Polynesia,PYF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Gabon,GAB,Age dependency ratio (% of working-age population),SP.POP.DPND,81.32891651,80.23356219,79.19437881,78.19723153,77.21416605,76.24724102,75.6634581,75.03563657,74.39376712,73.752431,73.10581547
Gabon,GAB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.798,31.673,31.582,31.504,31.418,31.299,31.122,30.875,30.555,30.166,
Gabon,GAB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.963,10.751,10.503,10.236,9.96,9.682,9.408,9.139,8.877,8.626,
Gabon,GAB,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,5.2421127,5.56674501,6.53473221,5.68564619,6.85052085,10.65750424,7.77798827,8.23641676,10.05956155,7.38011364,
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.46804878,59.88707317,60.39278049,60.94919512,61.53146341,62.12082927,62.70509756,63.28073171,63.84358537,64.38339024,
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
"Gambia, The",GMB,Age dependency ratio (% of working-age population),SP.POP.DPND,94.86059183,95.3541171,95.70086411,95.872691,95.83932299,95.61761596,95.68608761,95.54567726,95.22764278,94.7589251,94.16772402
"Gambia, The",GMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,44.208,44.009,43.828,43.661,43.5,43.325,43.114,42.85,42.525,42.138,
"Gambia, The",GMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.256,10.01,9.795,9.606,9.439,9.289,9.149,9.012,8.873,8.729,
"Gambia, The",GMB,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,13.04760814,14.16588453,18.60343979,18.55989873,14.7044574,14.54806029,14.48222372,12.38943206,15.31002479,15.31002479,
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.89209756,58.25082927,58.56943902,58.85307317,59.10778049,59.34060976,59.56058537,59.77814634,59.99926829,60.22843902,
"Gambia, The",GMB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,2.172970057,3.416419983,3.104279995,,,
Georgia,GEO,Age dependency ratio (% of working-age population),SP.POP.DPND,49.14285572,48.50790133,47.56465895,46.58020738,45.84399605,45.44624694,45.54427926,45.61183046,45.62923322,45.62080686,45.673028
Georgia,GEO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.852,13.224,13.554,13.806,13.956,13.999,13.947,13.835,13.693,13.532,
Georgia,GEO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.516,10.677,10.841,10.997,11.137,11.257,11.353,11.427,11.481,11.517,
Georgia,GEO,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,6.15010483,5.87598714,4.25590968,4.77994782,6.07107715,6.55262795,5.34094183,3.81764393,4.22120686,5.00484907,
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.9902439,73.21214634,73.42102439,73.62143902,73.81541463,74.00243902,74.18204878,74.35270732,74.51390244,74.66863415,
Georgia,GEO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,46.52817917,37.96023178,36.93210983,34.27521133,25.55072975,28.92168045,31.17882919,29.20941925,34.7521286,39.17866898,
Germany,DEU,Age dependency ratio (% of working-age population),SP.POP.DPND,49.54515071,50.10784888,50.67015737,51.17680538,51.5584853,51.80575811,51.82776317,51.73201764,51.62005203,51.62432232,51.80605869
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3,8.2,8.3,8.3,8.1,8.3,8.1,8.4,8.3,8.6,
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.1,10,10.1,10.3,10.4,10.5,10.4,10.8,10.9,10.8,
Germany,DEU,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,17.33049608,17.58202104,18.05930495,18.13454838,18.30717945,18.14760105,18.5811272,18.81069824,19.25261037,19.64679604,
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.74146341,80.89268293,80.84390244,80.84390244,
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,61.05641937,65.47380066,
Ghana,GHA,Age dependency ratio (% of working-age population),SP.POP.DPND,77.28456535,76.89645269,76.28529651,75.55067103,74.86081764,74.31059006,73.94147847,73.75139354,73.63947548,73.43398487,73.04414373
Ghana,GHA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.92,33.805,33.727,33.689,33.675,33.65,33.571,33.405,33.131,32.747,
Ghana,GHA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.076,9.897,9.729,9.581,9.456,9.353,9.261,9.168,9.064,8.948,
Ghana,GHA,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,15.07607425,13.98460999,16.15749752,13.14973119,16.44812389,14.92779308,14.02724033,9.31846833,10.5809681,6.81968861,
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.70104878,59.18421951,59.63585366,60.03041463,60.35546341,60.60997561,60.808,60.97702439,61.14207317,61.31163415,
Ghana,GHA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,5.706820011,5.120739937,6.351540089,8.426730156,8.790949821,,12.07820034,12.18241024,14.30498981,15.56657028,
Greece,GRC,Age dependency ratio (% of working-age population),SP.POP.DPND,49.77019853,50.00422639,50.11153266,50.18347511,50.35237388,50.68187521,51.42371632,52.45621978,53.7306335,55.05596081,56.24728159
Greece,GRC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.8,10.2,10.1,10.7,10.6,10.3,9.6,9.1,8.6,8.5,
Greece,GRC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.6,9.6,9.9,9.7,9.8,9.8,10,10.6,10.2,10.5,
Greece,GRC,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,12.35101016,12.83522565,12.06266891,11.51304611,12.54351914,11.84871013,12.32195036,11.37497184,9.98286342,9.98286342,
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.28536585,
Greece,GRC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,87.0911026,90.77529907,87.35135651,,,102.7308731,107.8285522,110.2631226,110.1626816,,
Greenland,GRL,Age dependency ratio (% of working-age population),SP.POP.DPND,,,,,,,,,,,
Greenland,GRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.6,14.8,15.1,14.8,15.9,15.3,14.4,13.9,14.5,14.3,
Greenland,GRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.2,7.8,8,7.6,7.8,9,8.4,8.1,8,8.2,
Greenland,GRL,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,,,,
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.22073171,69.51926829,69.98268293,70.21341463,70.46780488,70.85707317,71.06243902,71.30926829,,,
Greenland,GRL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Grenada,GRD,Age dependency ratio (% of working-age population),SP.POP.DPND,60.50231514,58.31442414,56.68648183,55.44786946,54.35776762,53.27183542,52.65146012,51.96738081,51.33180909,50.88817003,50.69971504
Grenada,GRD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.868,18.989,19.131,19.267,19.376,19.439,19.45,19.414,19.334,19.205,
Grenada,GRD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.929,7.846,7.754,7.655,7.553,7.452,7.359,7.277,7.208,7.155,
Grenada,GRD,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,10.76680255,9.79066472,10.30361233,9.49705348,10.97544202,10.97839396,10.56277802,11.42228229,9.80811604,9.21308531,
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.37209756,71.60590244,71.8447561,72.08714634,72.33007317,72.5675122,72.79341463,73.00226829,73.19356098,73.36631707,
Grenada,GRD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,52.77733994,,,,,,
Guam,GUM,Age dependency ratio (% of working-age population),SP.POP.DPND,56.05087384,55.67204803,55.07085982,54.36594998,53.73529241,53.29884814,52.78339745,52.44672085,52.24980176,52.11130782,51.97885169
Guam,GUM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.424,18.977,18.586,18.255,17.987,17.778,17.621,17.497,17.389,17.287,
Guam,GUM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.673,4.696,4.717,4.735,4.751,4.766,4.779,4.794,4.811,4.831,
Guam,GUM,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,,,,
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.74753659,77.03256098,77.30741463,77.57573171,77.83956098,78.10087805,78.35958537,78.6175122,78.8725122,79.12602439,
Guam,GUM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Guatemala,GTM,Age dependency ratio (% of working-age population),SP.POP.DPND,84.07453902,82.84190485,81.47570892,80.02433388,78.57955634,77.19808271,75.78468255,74.49642872,73.27932607,72.06971837,70.85067193
Guatemala,GTM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.383,30.71,30.085,29.519,29.016,28.574,28.182,27.819,27.465,27.112,
Guatemala,GTM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.722,5.663,5.616,5.576,5.539,5.503,5.467,5.433,5.401,5.37,
Guatemala,GTM,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,14.93828001,15.06445348,15.03424651,16.0885179,16.9009719,15.68842497,14.36330149,14.68703536,16.85986748,17.82988741,
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.64597561,69.88790244,70.11078049,70.32814634,70.54753659,70.77546341,71.01041463,71.24939024,71.48639024,71.72241463,
Guatemala,GTM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,16.93120003,,,,,,18.32584,,
Guinea,GIN,Age dependency ratio (% of working-age population),SP.POP.DPND,89.50404114,89.26971989,88.81185377,88.20314994,87.50089676,86.74105963,86.31387877,85.77907679,85.17241545,84.51256728,83.80803921
Guinea,GIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.768,40.36,39.948,39.531,39.109,38.68,38.241,37.793,37.337,36.875,
Guinea,GIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.96,13.484,12.972,12.45,11.936,11.45,11.006,10.607,10.253,9.944,
Guinea,GIN,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,3.28508214,3.49798008,2.82764532,4.49540452,5.68731922,6.77798484,9.20472719,8.03499368,9.49268407,8.99599526,
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.58660976,53.2547561,53.9994878,54.77758537,55.55614634,56.30504878,57.00053659,57.63763415,58.2164878,58.73343902,
